Solver,684.2384,0.0538,Error, Remaining points: 5
Solver,684.2384,0.5341,Error, Remaining points: 5
Solver,684.2384,0.0928,Error, Remaining points: 5
Solver,905.5939,0.2257,True
Solver,1127.6874,0.2378,True
Solver,905.5939,0.0728,True
Solver,772.2417,0.0715,True
Solver,1384.7008,0.0696,Error, Remaining points: 3
Solver,1043.9975,0.0740,True
Solver,1043.9975,0.0786,True
Solver,451.9205,0.0682,True
Solver,451.9205,0.2060,True
Solver,905.5939,0.0666,True
Solver,905.5939,0.0684,True
Solver,905.5939,0.0663,True
Solver,905.5939,0.0859,True
Solver,905.5939,0.0631,True
Solver,905.5939,0.0904,True
Solver,905.5939,0.0713,True
Solver,905.5939,0.0626,True
Solver,905.5939,0.0844,True
Solver,905.5939,0.0614,True
Solver,905.5939,0.0724,True
Solver,905.5939,0.0701,True
Solver,905.5939,0.0796,True
Solver,905.5939,0.0663,True
Solver,905.5939,0.0657,True
Solver,905.5939,0.0803,True
Solver,905.5939,0.0640,True
Solver,905.5939,0.0738,True
Solver,905.5939,0.0635,True
Solver,905.5939,0.0694,True
Solver,905.5939,0.0668,True
Solver,905.5939,0.1009,True
Solver,905.5939,0.0670,True
Solver,905.5939,0.0701,True
Solver,905.5939,0.0826,True
Solver,905.5939,0.0956,True
Solver,905.5939,0.0713,True
Solver,905.5939,0.0684,True
Solver,905.5939,0.0757,True
Solver,905.5939,0.0681,True
Solver,905.5939,0.0752,True
Solver,905.5939,0.0867,True
Solver,905.5939,0.0706,True
Solver,905.5939,0.0709,True
Solver,905.5939,0.0710,True
Solver,905.5939,0.0691,True
Solver,905.5939,0.1000,True
Solver,905.5939,0.0675,True
Solver,905.5939,0.0674,True
Solver,905.5939,0.0694,True
Solver,905.5939,0.0745,True
Solver,905.5939,0.0762,True
Solver,905.5939,0.0891,True
Solver,905.5939,0.0737,True
Solver,905.5939,0.0684,True
Solver,905.5939,0.2279,True
Solver,905.5939,0.0685,True
Solver,905.5939,0.0670,True
Solver,905.5939,0.0736,True
Solver,905.5939,0.1102,True
Solver,1490.7067,0.0759,True
Solver,685.6908,0.0681,True
Solver,439.3587,0.0711,True
Solver,1179.4413,0.0835,True
Solver,43.566,0.1498,Error, Remaining points: 4
WaterBomber,431.121,3.5369,True
Solver,431.121,0.2012,True
Solver,461.564,1.6116,Error, Remaining points: 3
Solver,461.564,1.6787,Error, Remaining points: 3
Solver,673.1584,1.7688,True
Solver,1262.4934,1.7023,True
Solver,1005.7518,22.5723,True
Solver,372.8424,0.0836,True
Solver,120.8952,0.0778,True
Solver,75.3968,0.0786,True
Solver,49.3786,0.0746,True
Solver,192.8377,0.0789,True
Solver,338.1693,0.0782,True
Solver,1107.9625,27.5039,True
Solver,1107.9625,24.4826,True
Solver,1107.9625,33.9549,True
Solver,1107.9625,37.0249,True
Solver,1107.9625,22.7835,True
Solver,1107.9625,22.2051,True
Solver,1107.9625,24.2637,True
WaterBomberAnswer,1107.9625,18.6420,True
WaterBomberAnswer,1107.9625,19.6962,True
WaterBomberAnswer,1107.9625,27.2460,True
WaterBomberAnswer,1107.9625,21.0723,True
WaterBomberAnswer,1107.9625,25.7336,True
WaterBomberAnswer,1107.9625,25.7586,True
WaterBomberAnswer,1107.9625,25.1650,True
WaterBomber,1107.9625,9.8585,True
WaterBomber,1107.9625,13.2142,True
WaterBomber,1107.9625,13.2283,True
WaterBomber,1176.6475,132.2660,True
WaterBomber,1612.6281,117.7183,True
WaterBomber,591.2232,164.9203,True
WaterBomber,45.074,0.0831,True
WaterBomber,32.0488,0.0780,True
WaterBomber,48.2843,0.0775,True
WaterBomber,53.987,0.0900,True
WaterBomber,42.8554,0.0747,True
WaterBomber,271.9509,0.2109,Error, Remaining points: 6
WaterBomber,1025.4622,1.1398,True
WaterBomber,1025.4622,1.1278,True
WaterBomber,1025.4622,1.0222,True
WaterBomber,1025.4622,1.0437,True
WaterBomber,1025.4622,1.0664,Error, Remaining points: 2
WaterBomber,963.6205,0.2154,True
WaterBomber,893.7208,1.0381,True
WaterBomber,472.6148,0.0764,True
WaterBomber,384.9873,0.0768,True
WaterBomber,1220.0963,0.1049,True
WaterBomber,1220.0963,0.1031,True
WaterBomber,1220.0963,0.3023,True
WaterBomberAnswer,1617.8686,0.1328,True
WaterBomberAnswer,1617.8686,0.1167,True
WaterBomberAnswer,1262.0706,0.1081,True
WaterBomberAnswer,89.8143,0.1417,True
WaterBomber,1220.0963,17.8940,True
WaterBomber,55.6612,0.0741,True
WaterBomber,58.4809,0.1495,True
WaterBomber,53.4591,0.0852,True
WaterBomber,40.799,0.0798,True
WaterBomber,65.0388,0.2639,True
WaterBomber,72.3944,0.0680,True
WaterBomber,35.6246,0.0706,True
WaterBomber,35.6246,0.0727,True
WaterBomber,78.1038,0.0716,True
WaterBomber,34.46,0.0736,True
WaterBomber,39.8916,0.0736,True
WaterBomber,29.5932,0.0711,True
WaterBomber,42.095,0.0699,True
WaterBomber,40.799,0.1189,True
WaterBomber,40.799,0.0666,True
WaterBomber,40.799,0.2346,True
WaterBomber,35.4515,0.2442,True
WaterBomber,34.2969,0.1577,True
WaterBomber,23.3466,0.0665,True
WaterBomber,43.1506,0.0726,True
WaterBomber,41.7167,0.0667,True
WaterBomber,41.7167,0.1534,True
WaterBomber,41.7167,0.3235,True
WaterBomber,19,0.0702,True
WaterBomber,48.5627,0.0627,True
WaterBomber,37.8045,0.0677,True
WaterBomber,34.6364,0.0676,True
WaterBomber,40.6103,0.0747,True
WaterBomber,32.3523,0.0679,True
WaterBomber,47.5442,0.0688,True
WaterBomber,68.1464,0.0702,True
WaterBomber,115.9902,0.0720,True
WaterBomber,337.3076,0.0712,True
WaterBomber,91.4129,0.0729,True
WaterBomber,77.5386,0.0694,True
WaterBomber,69.3359,0.0730,True
WaterBomber,69.3359,0.2318,True
WaterBomber,77.8142,0.0734,True
WaterBomber,57.2363,0.0692,True
WaterBomber,164.5196,0.0709,True
WaterBomber,184.3529,0.0624,True
WaterBomber,184.3529,0.0674,Error, Remaining points: 3
WaterBomber,295.8586,0.0681,True
WaterBomber,189.8354,0.0688,True
WaterBomber,205.4041,0.0792,True
WaterBomber,200.2773,0.0716,True
WaterBomber,122.1781,0.0731,True
WaterBomber,96.3679,0.0725,True
WaterBomber,74.3994,0.0728,True
WaterBomber,113.6116,0.0836,True
WaterBomber,54.0022,0.0717,True
WaterBomber,318.8434,0.2365,True
WaterBomber,114.6117,0.0702,True
WaterBomber,96.1041,0.0808,True
WaterBomber,240.2843,0.0850,True
WaterBomber,140.3892,0.0741,True
WaterBomber,161.5016,0.0813,True
WaterBomber,289.1191,0.0723,True
WaterBomber,87.3106,0.0734,True
WaterBomber,173.9148,0.1583,True
WaterBomber,170.2253,0.1667,True
WaterBomber,35.0633,0.0682,True
WaterBomber,22.2811,0.0703,True
WaterBomber,18.8098,0.0735,True
WaterBomber,0,0.0648,Error, Remaining points: 1
WaterBomber,12.1854,0.0737,True
WaterBomber,3,0.0696,True
WaterBomber,20.9859,0.0737,True
WaterBomber,23.5045,0.0755,True
WaterBomber,34.1168,0.0680,True
WaterBomber,41.7167,0.0757,True
WaterBomber,15.2971,0.2537,True
WaterBomber,72.5672,0.6943,Error, Remaining points: 2
WaterBomber,88.6002,0.2030,Error, Remaining points: 1
WaterBomber,63.2456,0.1513,True
WaterBomber,63.2456,0.1435,True
WaterBomber,63.2456,0.1525,Error, Remaining points: 1
WaterBomber,63.2456,0.1470,Error, Remaining points: 1
WaterBomber,158.3792,0.6078,Error, Remaining points: 2
WaterBomber,158.3792,0.6038,Error, Remaining points: 2
WaterBomber,158.3792,0.6121,Error, Remaining points: 2
WaterBomber,304.2313,0.7603,Error, Remaining points: 1
WaterBomber,304.8948,0.7123,Error, Remaining points: 1
WaterBomber,368.4601,0.5555,Error, Remaining points: 1
WaterBomber,385.6648,0.5490,True
WaterBomber,667.0189,2.9920,True
WaterBomber,43.4639,0.0832,True
WaterBomber,51.2017,0.0832,True
WaterBomber,309.5803,0.1354,True
WaterBomber,113.4923,0.0824,True
WaterBomber,81.6448,0.0727,True
WaterBomber,135.7089,0.4650,True
WaterBomber,150.473,0.0759,True
WaterBomber,91.4409,0.0894,True
WaterBomber,111.0337,0.0795,True
WaterBomber,61.9841,0.0838,True
WaterBomber,150.2832,0.1254,True
WaterBomber,86.8266,0.0719,True
WaterBomber,89.2197,0.0788,True
WaterBomber,77.3185,0.0746,True
WaterBomber,65.6719,0.0702,True
WaterBomber,59.8492,0.0730,True
WaterBomber,88.6714,0.1339,True
WaterBomber,96.4505,0.1883,True
WaterBomberAnswer,726.1185,0.2720,True
WaterBomber,255.2975,0.2669,True
WaterBomber,48.7537,0.0686,True
WaterBomber,66.5563,0.0657,True
WaterBomber,74.2445,0.0670,True
WaterBomber,56.1316,0.0733,True
WaterBomber,50,0.0636,True
WaterBomber,39.4086,0.0665,True
WaterBomber,14.1421,0.0682,True
WaterBomber,84.9531,0.0659,True
WaterBomber,101.1781,0.0643,True
WaterBomber,94.4198,0.0639,True
WaterBomber,44.8503,0.0680,True
WaterBomberAnswer,219.2416,0.2647,True
WaterBomberAnswer,44.1022,0.0720,True
WaterBomberAnswer,726.1185,0.1981,True
WaterBomberAnswer,596.5408,0.3035,True
WaterBomberAnswer,726.1185,0.1850,True
WaterBomberAnswer,1511.773,0.3870,True
WaterBomberAnswer,1511.773,0.2109,True
WaterBomberAnswer,596.5408,0.3097,True
WaterBomberAnswer,596.5408,0.3086,True
WaterBomberAnswer,596.5408,0.2500,True
WaterBomber,726.1185,0.8268,True
